molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,qed,vina_score,num_rings,aromatic_rings,caco2,bbb_logBB,h2o_sol_logS,bioavailability,sascore,plip_hbonds,plip_hydrophobic,plip_pi_stack,electrostatic_descriptor,topological_psa,pKd,affinity_nM,target_id,source_phytochemical,evidence_tier,notes
469.71,-0.35,71.25,1,4,1,0.708,-4.809,1,4,-5.156,-1.911,-4.907,0.6,2.13,1,8,3,-1.677,73.04,5.866,1362.48,T010_ERa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
457.23,3.584,162.47,0,8,10,0.705,-6.625,3,3,-4.311,-0.779,-5.391,0.61,4.48,4,0,1,-2.718,170.83,6.591,256.44,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
308.12,1.851,80.21,4,2,3,0.934,-8.321,1,1,-5.606,-1.012,-5.686,0.68,2.14,3,0,2,2.043,75.15,6.123,753.11,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
560.82,2.618,65.51,0,11,9,0.529,-10.782,4,4,-5.75,0.924,-1.416,0.53,6.45,5,1,1,-2.628,71.56,8.862,1.37,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
455.37,2.091,45.27,0,10,0,0.421,-8.639,1,4,-4.496,-1.301,-3.002,0.7,2.05,3,7,3,2.28,47.66,8.134,7.34,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
377.04,1.469,58.87,0,2,9,0.735,-7.053,2,4,-5.748,-0.473,-4.223,0.59,5.1,1,3,1,1.782,50.08,7.256,55.44,T004_FactorXa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
406.56,3.41,83.66,4,10,2,0.311,-9.185,3,2,-5.262,-1.976,-3.068,0.71,2.29,4,8,0,-0.468,77.57,8.983,1.04,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
320.78,3.507,134.22,3,11,5,0.839,-7.254,3,4,-5.401,-1.014,-5.476,0.83,6.55,3,3,0,0.833,138.08,7.459,34.77,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
269.51,3.908,172.89,2,8,3,0.5,-5.304,1,2,-5.98,-0.926,-3.227,0.39,4.2,5,5,0,2.852,166.87,6.273,533.54,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
319.91,2.827,56.78,0,4,4,0.883,-11.343,6,1,-5.242,0.362,-5.445,0.86,3.53,1,5,2,0.965,65.6,9.274,0.53,T010_ERa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
589.19,-0.108,51.66,1,5,3,0.599,-6.292,3,4,-5.141,-0.092,-1.395,0.76,4.94,4,4,1,-1.034,42.73,6.9,125.92,T010_ERa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
634.19,4.815,61.39,0,9,10,0.661,-10.244,4,4,-5.251,-0.443,-5.105,0.73,4.63,3,7,3,-1.39,59.4,8.725,1.89,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
253.6,4.869,97.81,1,8,3,0.429,-4.835,5,1,-4.129,-0.878,-3.247,0.38,2.42,3,8,2,-1.619,88.63,6.417,382.56,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
366.25,1.705,104.63,2,8,0,0.335,-9.747,6,0,-5.282,-1.753,-1.787,0.61,5.22,2,3,0,-2.288,101.84,7.179,66.18,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
316.88,3.551,67.5,5,12,4,0.343,-6.97,2,4,-4.175,-1.974,-4.503,0.79,5.92,3,6,0,-0.168,67.76,7.355,44.15,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
263.46,3.995,101.17,4,11,8,0.768,-6.081,4,2,-4.416,-1.061,-5.061,0.76,5.49,1,7,3,2.118,91.77,6.659,219.25,T003_TLR4,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
302.79,3.927,104.97,5,7,5,0.369,-8.307,4,4,-5.401,-0.239,-3.162,0.32,2.7,2,6,3,-1.775,102.78,7.42,38.0,T001_mGluR2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
434.76,2.209,164.21,0,4,1,0.706,-10.168,6,4,-5.023,-1.44,-5.653,0.88,3.42,1,4,0,-0.272,161.58,7.015,96.55,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
313.39,4.959,88.67,0,4,8,0.514,-5.926,4,1,-5.74,-1.383,-3.839,0.73,4.37,4,4,1,0.015,92.36,6.997,100.67,T003_TLR4,Berberine,3,Synthetic - ML prediction tier; NOT experimental
181.99,1.895,151.13,4,7,9,0.859,-8.048,5,0,-4.525,-1.136,-1.595,0.57,5.5,5,4,3,0.678,157.33,7.601,25.05,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
274.57,4.9,139.99,3,8,10,0.338,-7.235,4,0,-5.521,0.612,-4.631,0.68,3.46,0,3,3,-0.532,145.22,6.44,363.46,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
402.2,4.177,91.51,1,6,3,0.58,-8.034,1,3,-5.238,0.238,-1.721,0.54,2.05,0,2,2,1.022,90.8,6.941,114.44,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
191.27,3.442,137.04,3,4,7,0.815,-5.188,2,0,-4.786,-1.468,-5.379,0.74,2.84,5,0,2,-2.079,134.2,5.786,1637.28,T007_COX2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
258.08,3.68,155.48,6,10,10,0.697,-6.55,1,3,-4.619,-0.668,-3.009,0.33,3.89,1,3,2,2.453,149.47,6.021,952.28,T001_mGluR2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
163.97,-0.413,153.08,5,12,1,0.365,-4.883,6,1,-4.552,-1.868,-3.437,0.79,3.61,5,3,1,2.606,150.98,5.153,7037.63,T001_mGluR2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
311.68,-0.41,128.1,0,8,3,0.544,-11.005,3,4,-5.262,-1.798,-4.907,0.48,4.99,0,8,1,-1.488,119.99,7.828,14.87,T004_FactorXa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
488.95,5.334,134.06,2,4,10,0.771,-6.343,6,3,-5.865,-1.947,-1.439,0.57,4.56,5,3,0,-1.604,136.39,7.13,74.14,T007_COX2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
528.62,3.219,38.99,2,9,4,0.352,-8.682,6,0,-5.524,0.176,-1.057,0.57,6.39,1,4,2,0.862,44.2,7.533,29.28,T006_Mpro,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
474.02,1.231,33.55,6,7,5,0.382,-7.455,6,1,-4.397,0.089,-4.888,0.82,4.61,1,7,0,-2.612,33.39,7.142,72.1,T003_TLR4,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
212.78,0.542,112.33,6,5,3,0.581,-8.303,4,2,-5.672,-1.407,-3.88,0.66,3.52,4,7,1,-1.369,117.95,7.579,26.35,T001_mGluR2,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
349.12,0.507,96.21,4,11,6,0.77,-5.353,4,0,-4.476,-0.718,-5.584,0.84,3.5,4,2,1,-1.456,95.48,5.325,4732.98,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
185.97,0.32,100.39,1,5,0,0.21,-7.745,6,2,-5.017,0.777,-1.299,0.88,3.87,3,4,0,-0.547,91.17,6.706,196.76,T001_mGluR2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
616.06,0.474,144.44,2,7,8,0.732,-6.738,3,0,-4.698,0.78,-2.322,0.45,2.17,2,0,1,-1.432,143.55,4.994,10146.34,T006_Mpro,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
156.17,4.126,126.66,3,8,9,0.931,-10.897,2,3,-5.668,-0.719,-2.541,0.6,4.67,3,4,3,1.515,135.15,8.643,2.27,T010_ERa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
204.64,2.936,149.63,6,4,4,0.762,-4.525,4,2,-5.987,-1.495,-3.541,0.36,5.87,3,8,3,0.927,154.29,6.414,385.89,T007_COX2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
249.01,0.592,172.27,3,11,3,0.339,-11.058,2,1,-5.481,0.707,-3.956,0.68,5.12,5,2,0,-1.241,169.83,8.083,8.27,T004_FactorXa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
321.08,3.014,101.68,5,3,0,0.246,-5.862,1,4,-4.422,-1.874,-4.945,0.78,3.88,4,4,3,-0.161,98.43,6.37,426.98,T004_FactorXa,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
558.42,5.146,129.76,3,11,0,0.931,-4.952,1,0,-5.086,0.095,-2.374,0.83,2.69,4,1,2,2.706,134.79,6.299,502.45,T003_TLR4,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
375.96,3.617,160.48,4,8,10,0.341,-4.104,3,0,-4.732,0.62,-1.152,0.74,5.39,1,7,3,1.435,166.36,4.797,15952.67,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
517.14,1.263,59.26,1,10,9,0.789,-6.125,1,1,-5.004,-1.739,-1.838,0.9,6.94,3,2,3,2.73,58.9,7.387,41.0,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
271.68,0.523,171.63,5,3,1,0.526,-6.132,2,2,-4.195,0.299,-4.898,0.45,4.38,5,1,1,2.536,174.3,4.985,10354.3,T004_FactorXa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
615.89,4.098,120.1,5,7,6,0.883,-5.928,6,3,-4.692,0.355,-1.169,0.56,3.17,2,1,2,-2.474,111.88,5.76,1737.02,T007_COX2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
522.31,0.197,85.16,6,7,6,0.633,-11.487,1,4,-4.929,0.541,-1.101,0.49,3.83,5,2,1,-2.36,75.34,8.885,1.3,T010_ERa,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
568.61,2.499,98.37,4,6,2,0.76,-5.132,6,0,-4.802,-1.073,-1.048,0.37,6.98,5,7,1,-0.03,102.45,6.669,214.42,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
640.57,1.499,154.18,1,5,0,0.892,-5.68,4,3,-5.402,0.445,-1.438,0.4,2.11,3,5,3,1.067,163.99,6.098,797.29,T006_Mpro,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
291.18,5.038,135.17,4,8,1,0.298,-5.858,5,0,-4.3,0.129,-3.712,0.4,2.69,5,7,2,2.383,129.36,7.091,81.02,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
517.66,-0.445,138.89,4,3,10,0.789,-5.062,4,3,-4.641,-1.495,-5.718,0.51,4.37,0,1,2,0.56,148.29,4.0,100000.0,T001_mGluR2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
270.43,2.432,133.2,1,12,6,0.782,-4.066,6,0,-4.445,0.595,-2.748,0.47,5.27,2,0,0,-2.3,125.64,4.0,100000.0,T007_COX2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
262.47,3.021,178.1,3,6,1,0.796,-10.142,4,3,-5.403,-1.624,-4.374,0.73,6.31,4,2,3,1.877,168.5,7.48,33.14,T010_ERa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
394.28,2.613,117.71,5,12,1,0.765,-9.944,6,0,-5.639,-0.203,-5.1,0.63,6.0,0,0,1,0.45,120.76,6.53,295.4,T001_mGluR2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
278.38,4.018,42.69,0,10,4,0.473,-7.417,4,0,-5.503,-1.862,-1.271,0.84,3.47,4,7,1,0.462,46.59,7.209,61.75,T004_FactorXa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
405.3,3.628,129.39,0,5,0,0.341,-9.252,2,1,-4.796,-1.352,-4.205,0.38,5.11,0,8,2,-1.436,132.39,7.403,39.54,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
378.03,5.168,131.48,5,4,8,0.353,-6.778,3,1,-4.571,-0.309,-2.761,0.61,2.82,1,5,3,-0.726,140.76,6.613,243.85,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
491.99,1.941,79.4,0,7,5,0.784,-10.403,2,2,-5.98,-0.869,-1.156,0.53,2.53,0,2,2,0.533,85.54,7.838,14.53,T001_mGluR2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
324.45,2.933,72.3,2,11,1,0.872,-10.219,4,1,-5.31,0.224,-1.16,0.62,4.97,3,7,1,-1.446,76.03,8.828,1.48,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
433.78,1.104,167.77,5,7,3,0.709,-8.363,4,1,-5.122,-0.938,-3.657,0.47,6.76,4,3,2,0.814,159.51,6.349,447.39,T004_FactorXa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
535.29,4.571,125.2,0,5,1,0.324,-11.069,6,2,-4.892,-0.521,-1.628,0.88,4.12,4,2,3,-0.013,128.9,8.61,2.45,T001_mGluR2,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
156.95,0.641,154.71,0,8,8,0.762,-9.668,6,4,-4.632,-1.873,-3.757,0.4,6.65,4,3,1,-2.549,161.5,6.842,143.78,T006_Mpro,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
626.24,2.036,86.86,2,3,5,0.886,-9.627,5,0,-5.42,-0.551,-4.676,0.3,5.16,3,3,2,2.575,96.05,7.306,49.43,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
178.75,-0.465,99.05,2,7,1,0.204,-4.824,2,3,-5.291,-1.696,-3.54,0.35,4.57,1,6,0,2.479,89.19,5.041,9105.1,T010_ERa,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
263.05,1.872,74.89,3,4,8,0.809,-10.685,4,3,-5.676,-0.939,-3.83,0.52,6.35,1,1,1,-1.291,67.57,7.271,53.52,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
483.1,5.19,173.95,2,3,6,0.567,-7.783,6,1,-5.35,0.293,-1.591,0.6,6.62,3,2,0,2.746,179.81,6.861,137.79,T003_TLR4,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
322.06,-0.418,132.67,0,12,5,0.522,-7.022,1,3,-5.04,-1.153,-5.587,0.56,5.09,5,8,1,-1.503,138.0,7.96,10.97,T003_TLR4,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
249.21,3.739,151.49,5,10,9,0.336,-4.056,5,1,-5.541,-1.603,-5.808,0.89,6.65,3,0,1,-2.454,142.51,4.0,100000.0,T005_BACE1,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
303.22,3.3,64.71,2,8,7,0.246,-8.297,1,2,-5.78,-0.909,-1.285,0.73,3.23,0,2,0,-2.997,67.92,6.268,539.99,T004_FactorXa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
365.45,1.014,103.69,2,6,1,0.273,-11.398,5,1,-5.338,0.224,-4.193,0.77,4.64,2,3,2,-1.74,101.37,8.364,4.32,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
464.78,3.111,36.16,5,5,3,0.728,-4.559,1,4,-4.762,-1.096,-3.629,0.76,4.67,1,0,1,-1.85,37.17,5.119,7602.29,T010_ERa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
637.56,4.869,97.27,5,3,6,0.251,-8.357,5,0,-5.666,-1.178,-1.163,0.47,6.78,0,3,3,-0.03,97.92,7.831,14.77,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
232.76,4.004,87.62,6,8,6,0.655,-9.948,1,1,-4.856,-0.224,-5.956,0.86,4.56,4,8,2,-1.18,82.03,9.217,0.61,T003_TLR4,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
172.81,0.929,35.86,1,6,2,0.403,-5.57,6,1,-4.021,-1.37,-5.419,0.69,5.16,2,5,0,2.679,43.54,5.834,1465.66,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
354.17,3.169,78.7,0,12,0,0.818,-9.855,3,1,-5.488,-1.953,-2.713,0.82,6.7,4,1,3,2.674,73.84,8.146,7.15,T003_TLR4,Berberine,3,Synthetic - ML prediction tier; NOT experimental
260.32,1.113,117.25,6,8,2,0.535,-6.026,4,2,-5.703,-0.563,-3.52,0.58,6.08,1,3,3,2.66,110.86,5.293,5098.15,T004_FactorXa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
305.08,4.812,152.62,5,11,3,0.252,-10.96,2,3,-4.182,0.911,-5.499,0.62,5.63,0,1,3,-0.696,144.83,8.149,7.09,T001_mGluR2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
274.17,0.002,51.4,5,11,0,0.794,-11.43,1,4,-4.528,-0.985,-2.463,0.42,4.4,4,7,1,-1.156,50.97,9.5,0.32,T003_TLR4,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
421.76,1.105,111.54,0,2,1,0.608,-10.731,4,1,-5.998,-1.327,-4.867,0.53,3.77,2,3,3,1.121,115.84,8.409,3.9,T001_mGluR2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
200.87,5.235,83.6,4,7,1,0.47,-4.565,1,0,-4.791,-1.466,-3.348,0.66,5.4,1,4,2,-0.91,75.67,5.499,3166.05,T005_BACE1,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
616.44,4.364,136.7,0,2,2,0.783,-10.401,2,3,-5.107,0.391,-1.118,0.79,2.57,3,4,1,-2.457,146.59,8.389,4.08,T004_FactorXa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
361.92,3.661,92.09,6,12,5,0.304,-4.42,2,3,-5.163,-0.509,-3.331,0.62,6.11,3,1,3,0.162,97.62,5.929,1177.88,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
501.55,0.911,30.43,6,2,5,0.619,-4.318,1,0,-4.177,-0.917,-1.753,0.77,2.7,3,2,3,-1.545,36.99,5.937,1155.24,T007_COX2,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
338.73,-0.342,174.74,2,2,1,0.697,-10.947,5,1,-5.94,-0.904,-5.605,0.35,4.85,3,2,1,-0.181,167.54,7.332,46.55,T006_Mpro,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
385.09,3.835,96.6,5,2,4,0.283,-11.05,6,0,-4.792,-1.479,-5.198,0.54,4.12,3,8,2,2.515,96.63,9.5,0.32,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
636.56,2.629,176.69,1,5,6,0.664,-9.858,2,4,-4.79,-1.768,-2.538,0.59,5.26,3,6,1,-2.672,174.12,7.26,54.96,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
284.96,0.126,84.41,6,7,0,0.38,-10.279,1,0,-5.576,-1.967,-1.452,0.41,3.01,0,3,2,-2.49,85.81,8.198,6.34,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
174.02,0.059,76.29,2,6,6,0.575,-9.141,4,2,-4.052,0.108,-5.513,0.54,5.71,0,8,1,-2.858,82.21,7.611,24.5,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
295.06,0.409,99.47,5,3,3,0.863,-5.444,6,1,-4.462,-1.517,-1.182,0.61,5.64,5,8,2,-0.315,92.09,6.88,131.69,T005_BACE1,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
595.34,4.145,88.15,1,11,9,0.256,-10.357,6,3,-5.805,-1.955,-2.168,0.49,6.34,0,7,0,-0.271,81.54,8.706,1.97,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
184.08,2.959,83.01,0,4,7,0.393,-7.951,3,3,-4.699,-1.579,-5.38,0.64,2.2,2,6,3,2.142,91.35,8.007,9.84,T010_ERa,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
336.84,3.593,105.89,2,12,0,0.665,-6.671,6,1,-4.601,-0.318,-5.227,0.36,3.88,4,6,0,-1.662,113.37,7.421,37.94,T007_COX2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
324.47,2.311,110.27,6,9,1,0.264,-6.012,4,3,-5.601,-1.014,-4.414,0.9,4.43,5,7,0,-1.33,101.03,7.208,61.98,T007_COX2,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
310.09,-0.312,120.16,3,2,5,0.792,-4.161,2,0,-5.577,-1.931,-2.207,0.55,3.26,1,1,1,-2.584,118.26,4.267,54023.44,T004_FactorXa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
585.64,2.649,130.45,2,4,0,0.269,-4.738,3,2,-5.671,-0.952,-3.904,0.59,5.44,1,6,2,2.476,131.85,5.741,1817.19,T006_Mpro,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
188.9,3.508,122.48,2,12,5,0.211,-4.776,2,3,-4.271,-1.659,-1.15,0.54,4.6,0,7,1,0.806,125.26,4.968,10766.1,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
168.24,3.974,58.15,5,10,2,0.651,-9.879,2,1,-4.057,-0.269,-5.928,0.79,2.08,2,8,0,1.196,61.13,8.571,2.69,T004_FactorXa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
362.92,5.344,80.37,1,9,6,0.48,-7.354,2,4,-5.128,-1.145,-2.702,0.71,5.17,5,1,0,1.836,72.45,7.668,21.47,T007_COX2,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
458.13,1.968,104.46,6,11,8,0.275,-8.169,5,0,-4.665,0.555,-4.941,0.77,4.76,0,3,3,2.703,101.47,6.697,200.91,T010_ERa,Mangiferin,3,Synthetic - ML prediction tier; NOT experimental
153.8,1.748,63.59,2,6,10,0.398,-5.211,4,1,-5.992,0.727,-5.837,0.32,5.95,4,5,2,-1.978,65.03,6.099,795.32,T005_BACE1,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
427.87,1.848,122.44,3,2,9,0.522,-4.455,4,1,-5.194,-1.046,-5.208,0.44,5.55,1,8,0,0.789,128.13,5.706,1967.1,T004_FactorXa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
229.53,1.434,43.99,0,8,0,0.672,-7.05,1,4,-4.585,0.762,-5.606,0.53,5.71,1,7,2,-1.881,47.04,6.608,246.88,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
246.91,4.543,138.95,6,8,4,0.694,-9.438,2,0,-4.723,-0.262,-5.483,0.58,4.98,0,2,2,-1.428,132.56,7.567,27.12,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
345.4,2.446,33.29,0,9,10,0.257,-6.345,4,2,-4.733,-0.647,-5.194,0.48,6.52,5,0,0,2.855,43.17,7.261,54.86,T005_BACE1,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
152.51,2.63,68.18,0,5,9,0.222,-11.327,5,1,-5.567,-0.905,-1.507,0.32,2.69,0,2,2,-1.358,62.16,8.449,3.56,T007_COX2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
383.52,4.354,95.41,3,5,4,0.33,-6.347,6,2,-4.076,-1.691,-2.034,0.65,2.83,1,7,3,2.297,93.88,7.37,42.69,T007_COX2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
557.95,3.237,121.09,3,5,9,0.465,-4.766,1,3,-5.666,-1.899,-3.443,0.65,3.47,5,8,2,-0.61,113.39,7.028,93.86,T003_TLR4,Glycyrrhizin,3,Synthetic - ML prediction tier; NOT experimental
272.66,0.791,85.75,1,7,1,0.207,-6.338,6,2,-5.572,-0.298,-4.392,0.44,2.33,2,3,1,-2.382,81.31,5.362,4343.96,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
436.97,3.378,132.32,3,7,5,0.349,-11.128,4,3,-5.906,-1.177,-5.404,0.57,5.01,4,6,1,0.458,128.02,8.56,2.75,T001_mGluR2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
292.18,4.55,90.42,4,10,0,0.453,-11.378,4,0,-4.34,-0.755,-4.495,0.49,3.73,0,8,2,-0.037,81.36,8.45,3.55,T004_FactorXa,Berberine,3,Synthetic - ML prediction tier; NOT experimental
396.67,3.347,166.57,6,7,9,0.277,-9.82,1,1,-5.79,-1.031,-2.562,0.56,2.85,1,5,0,2.605,173.93,7.231,58.7,T001_mGluR2,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
623.57,-0.05,79.4,4,8,4,0.724,-4.564,5,3,-5.76,-1.042,-5.26,0.65,6.25,3,7,0,0.131,74.21,6.562,274.0,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
638.17,1.431,139.63,1,3,4,0.775,-6.165,3,4,-4.329,-1.273,-2.764,0.81,5.47,0,7,0,-1.725,143.04,5.104,7872.97,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
320.23,4.384,144.24,4,7,4,0.731,-6.585,5,0,-4.172,-1.344,-4.182,0.89,6.34,4,3,3,-1.872,139.8,6.848,141.86,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
625.75,2.963,45.31,3,3,1,0.38,-4.794,2,2,-5.943,-0.014,-3.737,0.46,6.63,0,5,3,-1.728,43.25,5.452,3530.36,T005_BACE1,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
334.89,-0.205,87.38,3,5,4,0.342,-10.175,3,4,-4.785,-0.444,-5.454,0.33,3.24,0,3,0,-2.681,78.09,6.885,130.28,T004_FactorXa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
182.92,0.106,63.97,4,8,6,0.495,-9.851,6,2,-5.01,-1.487,-4.982,0.68,5.53,2,0,0,-1.89,72.13,6.47,339.21,T010_ERa,Withanolide A,3,Synthetic - ML prediction tier; NOT experimental
235.12,3.589,55.0,2,9,2,0.922,-6.505,4,2,-5.958,0.923,-1.594,0.4,5.8,0,5,3,0.499,54.76,6.33,468.2,T003_TLR4,Berberine,3,Synthetic - ML prediction tier; NOT experimental
204.69,4.414,115.09,2,5,8,0.577,-5.838,1,0,-5.391,0.209,-3.737,0.74,6.95,2,7,2,-0.814,105.36,6.315,484.62,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
206.38,3.615,139.23,0,4,6,0.842,-6.555,2,2,-5.004,-1.267,-2.295,0.88,3.8,5,1,1,2.524,136.79,7.176,66.72,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
588.57,3.573,164.88,3,10,2,0.399,-6.407,3,3,-4.822,0.836,-4.619,0.41,4.9,5,5,0,-0.399,163.98,7.355,44.17,T004_FactorXa,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
634.73,2.494,132.83,3,12,2,0.592,-9.327,5,1,-5.393,-1.135,-2.001,0.31,2.2,2,1,0,-0.07,122.93,6.632,233.13,T004_FactorXa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
174.95,0.326,161.81,6,10,10,0.919,-7.294,1,2,-5.715,0.199,-3.84,0.85,3.45,0,7,2,-1.508,165.38,5.59,2567.79,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
610.1,3.082,56.0,3,12,5,0.803,-10.456,2,2,-5.729,-0.337,-4.495,0.35,4.83,5,7,1,-0.744,63.51,9.5,0.32,T005_BACE1,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
